Chloraphylla ugL,DO mg,DO Sat,EC mScm,pH,Temp degC,Turbidity NTU
7.45,6.275,94.8,46.655,7.775,27.995,13.6
7.85,6.395,96.6,46.305,7.775,28.085,12.5
8.1,6.465,97.9,46.185,7.785,28.25,12.7
9.45,6.645,100.6,45.765,7.805,28.37,12.95
8.9,6.865,104.3,45.285,7.82,28.68,13
9.35,7.125,108.9,45.225,7.85,29.015,13.6
9.1,7.39,113.3,45.2,7.86,29.24,11.7
9.6,7.4,113.55,45.565,7.87,29.185,11.35
8.85,7.13,108.95,45.87,7.845,28.845,11.05
8,7.12,109.2,46.37,7.85,28.94,8.95
7.8,7.01,107.4,46.59,7.855,28.84,9.15
6.8,6.855,104.7,46.565,7.83,28.645,8.4
8.1,6.74,102.65,46.54,7.815,28.49,9.45
8.05,6.775,103.15,46.41,7.83,28.505,11.4
9.05,6.77,102.8,45.965,7.83,28.485,14.25
10.5,6.75,102.35,45.35,7.83,28.465,15.7
10.55,6.67,100.8,44.76,7.815,28.455,17
10.65,6.605,99.7,44.335,7.805,28.48,15.7
10.35,6.52,98.25,44.31,7.795,28.395,19.45
10.35,6.545,98.9,44.91,7.815,28.435,13.5
10.2,6.475,97.65,45.03,7.8,28.265,12.1
7.95,6.33,95.8,46.235,7.795,28.205,12.85
6.75,6.115,92.8,47.125,7.785,28.135,18.1
6.05,5.98,90.85,47.5,7.77,28.14,16.35
5.5,6.035,91.75,47.39,7.775,28.155,11.3
7.4,6.175,93.75,46.925,7.785,28.23,16.05
7.65,6.315,95.95,46.525,7.795,28.36,14.55
8.05,6.44,97.95,46.185,7.795,28.515,16.6
10.1,6.63,101,45.595,7.815,28.74,18.25
11.8,6.82,103.9,45.075,7.825,28.905,18.95
11.15,7.04,107.55,44.82,7.83,29.105,17.45
9.6,7.295,111.85,44.915,7.86,29.305,14.25
10.25,7.32,112.4,45.255,7.865,29.32,13.75
9.15,6.82,104.4,45.845,7.83,28.945,13.95
6.95,6.69,102.65,46.705,7.82,28.93,11.7
7,6.425,98.45,46.89,7.795,28.775,12.5
6.65,6.39,97.85,47.02,7.8,28.7,10.3
5.95,6.4,97.7,46.87,7.81,28.565,12.75
7.7,6.54,99.55,46.405,7.81,28.525,12.9
8.45,6.485,98.5,45.86,7.81,28.47,16.15
9.95,6.48,98.05,45.13,7.815,28.435,18.6
11.5,6.43,97,44.52,7.785,28.43,20.95
11.8,6.355,95.7,44.1,7.765,28.395,18.85
10.6,6.35,95.45,44.05,7.8,28.31,14.1
9.2,6.325,95.4,44.43,7.795,28.355,12.85
9.2,6.25,94.25,44.925,7.78,28.305,11.55
7.2,6.015,91.4,46.655,7.76,28.29,21.8
6.4,5.825,88.65,47.59,7.755,28.205,24
4.7,5.79,88.3,47.94,7.76,28.23,14.7
5.25,5.805,88.7,47.855,7.755,28.34,13.5
7.1,5.98,91.2,47.24,7.765,28.425,23.35
6.75,6.095,92.9,46.795,7.78,28.5,19.65
8.5,6.32,96.3,46.045,7.785,28.65,20.75
10.75,6.455,98.25,45.42,7.795,28.765,23.2
10.8,6.605,100.6,44.835,7.79,28.915,24.4
10.25,6.86,105.1,44.505,7.8,29.36,19.95
10.65,6.995,107.3,44.605,7.82,29.42,16.1
8.95,7.17,110.25,44.99,7.845,29.46,12.3
8.1,6.74,103.4,45.7,7.815,29.15,13.5
6.35,6.33,97.2,46.75,7.785,28.925,12.55
6.1,6.06,93,47.22,7.765,28.825,14.1
5.05,6.045,92.75,47.355,7.76,28.765,10.8
6.25,6.095,93.25,46.945,7.775,28.66,16.3
6.75,6.26,95.45,46.385,7.78,28.615,17.45
8.35,6.23,94.6,45.695,7.775,28.53,20.15
10,6.23,94.35,44.95,7.775,28.525,23.65
9.15,6.2,93.65,44.375,7.75,28.5,21.45
10.1,6.135,92.4,43.99,7.725,28.455,20.35
8.85,6.17,92.85,43.995,7.76,28.375,12.65
9,6.095,91.75,44.32,7.745,28.37,13.8
6.45,6.04,91.05,44.9,7.745,28.25,11.4
7.35,5.77,87.75,47.055,7.73,28.315,37.6
6.15,5.695,86.95,48.035,7.745,28.27,32.45
4.9,5.715,87.4,48.31,7.75,28.32,14.75
5.2,5.745,88,48.17,7.74,28.405,17.95
6.2,5.84,89.4,47.525,7.74,28.515,25.15
6.95,5.97,91.3,46.805,7.755,28.705,26.6
9.2,6.205,95,45.895,7.76,28.95,26.85
10.15,6.375,97.65,45.265,7.765,29.135,28.85
10.35,6.615,101.5,44.865,7.79,29.375,25.25
11.05,6.625,101.7,44.72,7.77,29.455,27.8
9.35,6.84,105.2,44.695,7.795,29.525,16.6
8.7,6.525,100.2,45.07,7.77,29.34,17.45
7.75,6.39,98.05,45.68,7.77,29.15,15.95
6.5,6.03,92.7,47.055,7.76,28.915,21.75
6.15,6.015,92.65,47.58,7.755,28.945,20.55
6,6.005,92.5,47.59,7.735,28.905,15.9
6.8,5.995,91.7,46.895,7.715,28.685,25.4
7.35,6.025,91.9,46.39,7.725,28.64,24.15
8.6,6.07,92.2,45.605,7.74,28.58,26.1
9.6,6.09,92.3,44.89,7.74,28.6,26.4
9.35,6.035,91.2,44.42,7.715,28.55,23.2
9,6,90.5,44.165,7.69,28.505,19.4
8.05,6.005,90.55,44.265,7.715,28.43,13.75
7.95,5.93,89.55,44.6,7.72,28.44,15
6.4,5.865,88.7,45.485,7.71,28.36,17.15
7.3,5.665,86.25,47.39,7.72,28.29,48.4
5.9,5.69,87.05,48.57,7.725,28.275,31.3
4.9,5.705,87.4,48.925,7.715,28.33,16.3
5.9,5.78,88.65,48.475,7.71,28.455,23.25
6.45,5.94,91.1,47.615,7.7,28.655,27.2
7.4,6.05,92.85,46.785,7.7,28.87,29.75
9.15,6.185,94.95,45.895,7.715,29.095,30.55
10.15,6.32,96.9,45.305,7.715,29.255,31.9
10.15,6.46,99.25,44.975,7.705,29.415,27.8
10.05,6.545,100.65,44.98,7.715,29.46,25.65
7.8,6.535,100.3,45.035,7.72,29.38,18.45
7.9,6.375,97.9,45.325,7.715,29.26,17.7
6.85,6.17,94.6,46.08,7.71,29.06,18.8
6.6,5.975,91.75,47.19,7.715,28.84,21.95
5.9,5.98,91.95,47.715,7.71,28.795,15.1
6.6,5.955,91.45,47.66,7.72,28.76,19.5
7.15,5.945,90.9,46.925,7.705,28.625,26.85
7.05,5.955,90.8,46.38,7.72,28.645,24.3
8.5,5.98,90.95,45.615,7.71,28.6,25.8
9.1,5.97,90.55,45.05,7.71,28.6,24.55
9.65,5.915,89.4,44.62,7.68,28.54,23.65
8.5,5.895,89.15,44.56,7.665,28.52,16.65
7.8,5.915,89.4,44.66,7.695,28.475,12.25
7.2,5.82,88.05,44.96,7.68,28.48,15.35
6.95,5.73,87.1,46.1,7.69,28.48,28.25
7.3,5.62,85.9,47.76,7.7,28.385,46.3
6,5.745,88.25,48.99,7.725,28.445,22.65
4.75,5.755,88.65,49.145,7.725,28.51,13.6
6.6,5.935,91.45,48.455,7.735,28.77,22.8
7,6.015,92.7,47.62,7.74,28.92,27.15
8.5,6.205,95.65,46.75,7.74,29.195,29.4
9,6.34,97.6,45.895,7.735,29.35,30.45
10,6.455,99.55,45.455,7.73,29.5,27.05
9.75,6.595,101.8,45.23,7.74,29.635,24.25
9,6.68,103.05,45.155,7.75,29.635,17.75
8.6,6.595,101.6,45.285,7.74,29.5,14.8
8.75,6.42,98.85,45.56,7.735,29.375,19.35
7.15,6.145,94.55,46.47,7.715,29.15,17.55
6.65,5.965,91.9,47.565,7.71,28.94,23.35
6,5.92,91.2,47.905,7.71,28.88,15.25
6.6,5.91,90.95,47.765,7.705,28.835,18.75
6.95,5.91,90.6,47.04,7.7,28.775,23.4
7.9,5.955,91.15,46.425,7.7,28.815,23.55
9.35,5.98,91.3,45.715,7.695,28.82,23.85
8.85,5.96,90.7,45.22,7.69,28.79,21.4
9.15,5.895,89.45,44.85,7.65,28.7,20.05
8.05,5.88,89.2,44.865,7.66,28.65,14.85
7.35,5.875,89.1,44.98,7.67,28.635,12
6.7,5.825,88.5,45.345,7.665,28.68,14.35
7.4,5.66,86.65,46.89,7.675,28.69,31.65
7.3,5.605,86.05,48.165,7.69,28.535,38.4
6.25,5.785,89.25,48.84,7.72,28.685,15.75
6.1,5.85,90.4,49.085,7.72,28.77,12.15
7.2,5.965,92.25,48.39,7.72,28.985,24.2
8.05,6.065,93.85,47.625,7.715,29.18,23
8.8,6.275,97.15,46.79,7.725,29.46,25.7
10.4,6.465,100.05,46.04,7.73,29.605,25.3
9.9,6.59,102,45.59,7.73,29.75,24.05
9.8,6.66,103.05,45.35,7.73,29.77,20.5
8.3,6.655,102.9,45.355,7.72,29.71,17.95
8.4,6.565,101.3,45.47,7.72,29.595,13.4
7.6,6.43,99.15,45.745,7.725,29.44,14.7
7.85,6.125,94.55,46.775,7.71,29.215,19.3
7.2,5.895,90.9,47.715,7.7,28.95,18.8
6.55,5.835,89.9,47.985,7.7,28.87,14.5
7.25,5.83,89.7,47.695,7.7,28.85,22
7.35,5.91,90.75,47.065,7.695,28.91,22.1
8.4,5.96,91.4,46.49,7.685,28.985,20.2
8.2,5.975,91.45,45.845,7.69,28.985,18.65
8.3,5.955,90.85,45.42,7.675,28.9,16.45
8.35,5.885,89.5,45,7.635,28.795,17.15
7.1,5.885,89.6,45.125,7.655,28.775,13
7.35,5.865,89.5,45.375,7.66,28.885,11.45
7.1,6.05,92.65,45.64,7.67,29.055,10.85
7.3,5.68,87.35,47.245,7.66,28.93,31.65
7.3,5.66,87.2,48.31,7.685,28.74,28.9
5.95,5.855,90.55,48.725,7.71,28.895,15.95
6.9,5.915,91.6,48.765,7.71,28.98,15.25
7.5,6.17,95.9,48.11,7.73,29.405,21.15
7.75,6.285,97.75,47.485,7.73,29.585,20.55
8.9,6.525,101.5,46.805,7.69,29.73,20.9
8.25,6.68,103.95,46.33,7.735,29.86,17.65
9.05,6.81,105.9,45.92,7.75,29.95,15.85
10,6.86,106.7,45.735,7.75,29.965,16
8.9,6.77,105.05,45.74,7.74,29.85,11.1
8.95,6.65,103.1,45.855,7.73,29.775,12.2
7.5,6.48,100.2,46.09,7.715,29.54,11.15
6.6,6.17,95.55,47.17,7.705,29.375,13.65
6.3,5.93,91.75,47.82,7.695,29.12,11.95
6.7,5.82,90.05,48.155,7.69,29.045,12
7.45,5.87,90.6,47.805,7.69,29.045,15.2
7.55,5.975,92.2,47.27,7.69,29.115,14.75
8.85,6.02,92.85,46.79,7.695,29.21,14.5
9,6.04,93,46.225,7.685,29.25,13.15
8.65,6.01,92.3,45.73,7.67,29.2,15.3
8.65,5.93,90.9,45.525,7.64,29.145,16.25
7.5,6.045,92.7,45.625,7.675,29.165,9.2
8.1,6.1,93.8,45.815,7.675,29.29,9.05
6.95,6.16,95.15,46.395,7.685,29.35,10.35
6.95,5.83,90.3,47.725,7.685,29.255,19
7,5.76,89.3,48.395,7.69,29.125,15.1
7,5.955,92.6,48.62,7.705,29.255,11.4
7.55,6.095,94.9,48.58,7.725,29.365,11.45
8.15,6.365,99.55,48.05,7.735,29.715,15.95
8.4,6.5,101.6,47.575,7.75,29.83,15.35
9.65,6.775,105.9,46.99,7.765,29.985,14.95
10.6,6.91,107.8,46.385,7.765,30.01,14.8
11.2,6.99,108.85,45.995,7.78,29.995,14.9
11.35,6.94,107.8,45.755,7.75,29.945,13.9
10.35,6.905,107.25,45.9,7.77,29.875,9.35
10.15,6.76,104.9,46.085,7.75,29.765,10.8
8.7,6.575,101.9,46.425,7.735,29.615,9.3
8.25,6.235,96.85,47.47,7.71,29.475,10.75
7.55,5.925,91.95,48.175,7.705,29.255,11.35
7.9,5.88,91.2,48.14,7.695,29.185,10.05
8.45,5.98,92.6,47.78,7.71,29.2,13.55
8.25,6.075,93.95,47.38,7.715,29.235,11.5
8.95,6.13,94.75,46.985,7.715,29.3,10.95
10.55,6.155,94.9,46.48,7.72,29.27,13.05
10.35,6.095,93.65,46.07,7.685,29.21,17
11,6.115,94.05,45.91,7.68,29.25,15.13375
9.8,6.29,97,46.05,7.71,29.4,16.51208334
8.25,6.62,102.7,46.25,7.735,29.685,17.89041667
8.55,6.58,102.25,46.88,7.76,29.675,19.26875
8.45,6.135,95.35,47.905,7.715,29.43,20.64708334
8.2,6.07,94.4,48.28,7.715,29.345,22.02541667
8.4,6.235,97.15,48.34,7.735,29.455,23.40375
8.35,6.38,99.7,48.305,7.75,29.61,24.78208334
9.3,6.735,105.45,47.975,7.785,29.88,26.16041667
10.4,6.82,106.7,47.615,7.78,29.89,27.53875
11.3,7.005,109.4,47.18,7.8,29.915,28.91708334
12.8,7.1,110.55,46.575,7.81,29.87,30.29541667
14.45,7.095,110.2,46.12,7.8,29.8,31.67375
13.65,7.03,109,46.04,7.775,29.755,33.05208334
13.4,6.98,108.15,46.115,7.79,29.675,34.43041667
12.3,6.875,106.45,46.325,7.785,29.575,35.80875
11,6.62,102.65,46.96,7.76,29.515,37.18708334
9.5,6.345,98.45,47.795,7.74,29.36,38.56541667
10.15,6.145,95.35,48.035,7.73,29.29,39.94375
10.5,6.045,93.8,48.275,7.72,29.22,41.32208334
10.4,6.105,94.55,47.95,7.725,29.125,42.70041667
10.3,6.225,96.05,47.55,7.74,29.05,44.07875
10.15,6.25,96.5,47.335,7.74,29.13,45.45708334
10.7,6.27,96.65,46.995,7.735,29.13,46.83541667
12.35,6.29,96.75,46.605,7.725,29.11,48.21375
11.1,6.525,100.5,46.36,7.74,29.225,49.59208334
10.4,6.76,104.45,46.54,7.765,29.4,50.97041667
10,6.875,106.55,46.835,7.785,29.545,52.34875
9.5,6.9,107.25,47.27,7.785,29.59,53.72708334
8.85,6.98,108.9,47.74,7.795,29.695,55.10541667
8.65,6.905,108,48.085,7.8,29.775,56.48375
8.85,6.715,104.85,48.29,7.785,29.59,57.86208334
9.2,7.205,113.2,48.155,7.83,29.995,59.24041667
10.25,7.285,114.55,48.015,7.83,30.115,60.61875
10.9,7.285,114.25,47.745,7.84,29.965,61.99708334
13.5,7.38,115.25,47.28,7.84,29.875,63.37541667
15.55,7.39,115.05,46.75,7.84,29.785,64.75375
16.25,7.285,113,46.275,7.815,29.69,66.13208334
15.95,7.33,113.45,46.165,7.85,29.59,67.51041667
14.75,7.19,111.3,46.36,7.835,29.53,68.88875
14.05,7.075,109.55,46.65,7.815,29.465,70.26708334
12.65,6.935,107.45,47.19,7.8,29.44,71.64541667
10.8,6.645,103.2,47.97,7.78,29.35,73.02375
11.55,6.505,100.95,48.105,7.765,29.27,74.40208334
10.8,6.44,99.9,48.245,7.755,29.225,75.78041667
10.1,6.43,99.45,48.085,7.765,29.1,77.15875
10.85,6.37,98.35,47.81,7.75,29.015,78.53708334
11.05,6.46,99.7,47.59,7.765,29.04,79.91541667
11.95,6.545,101.05,47.395,7.775,29.115,81.29375
12,6.635,102.3,47.08,7.77,29.135,82.67208334
11.85,6.805,104.95,46.86,7.775,29.23,84.05041667
11.7,7.045,109.05,46.96,7.81,29.415,85.42875
10.5,7.14,111.1,47.255,7.815,29.625,86.80708334
10.5,7.13,110.9,47.44,7.825,29.59,88.18541667
10.2,7.04,109.65,47.765,7.8,29.55,89.56375
9.7,7.3,113.95,48.065,7.835,29.645,90.94208334
10.85,7.245,113.05,48.05,7.83,29.62,92.32041667
11.1,7.485,117.35,48.07,7.86,29.9,93.69875
10.9,7.45,116.75,48.015,7.865,29.88,95.07708334
12.6,7.36,115.05,47.83,7.86,29.77,96.45541667
15.2,7.31,113.9,47.43,7.865,29.66,60.85
18,7.385,114.7,46.93,7.87,29.625,91.85
18.2,7.355,113.95,46.56,7.86,29.55,61.55
17.5,7.295,112.85,46.47,7.87,29.46,77.2
16.65,7.265,112.4,46.68,7.88,29.445,77.5
15.6,7.155,110.85,46.945,7.855,29.435,76.15
13.85,6.95,107.65,47.495,7.825,29.355,56.4
11.95,6.81,105.7,48.07,7.82,29.29,80.85
11.6,6.66,103.2,48.27,7.8,29.175,79.4
10.95,6.59,102.15,48.315,7.795,29.165,100.85
11.25,6.53,101.15,48.335,7.8,29.125,66.05
11.1,6.45,99.75,48.125,7.785,29.02,82.9
10.35,6.55,101,47.85,7.795,28.925,62.85
11.45,6.675,102.95,47.6,7.805,28.995,71.65
12.35,6.845,105.75,47.345,7.825,29.17,60.05
11.75,7.04,108.9,47.015,7.83,29.32,55
9.9,7.3,113.3,46.83,7.855,29.555,85.9
9.8,7.44,116.05,47.325,7.86,29.745,77.15
10,7.43,115.8,47.52,7.87,29.695,52.2
10.7,7.17,111.6,47.75,7.84,29.54,56.1
10.3,7.22,112.65,47.975,7.855,29.635,60.7
11.05,7.18,112,48.005,7.85,29.61,64.6
10,7.225,112.7,48.095,7.85,29.61,55
11.15,7.055,109.8,48.015,7.84,29.46,72.25
12.2,7.085,110.15,47.825,7.85,29.44,72.9
13.5,7.085,109.9,47.445,7.845,29.42,54.35
15.05,7.075,109.55,47.045,7.855,29.36,48.7
15.5,7.01,108.2,46.75,7.85,29.255,56.35
14.4,6.98,107.45,46.535,7.87,29.15,54.4
14.35,6.95,107.05,46.775,7.865,29.155,49.5
12.55,6.845,105.6,47.075,7.85,29.135,56.15
10.55,6.745,104.35,47.61,7.835,29.185,70.2
9.3,6.6,102.2,48.06,7.82,29.11,90.9
8.4,6.41,99.25,48.41,7.795,29.07,63.45
7.95,6.33,97.95,48.44,7.785,28.99,48.35
7.8,6.255,96.9,48.485,7.785,29.02,56.65
8.2,6.295,97.2,48.275,7.78,28.97,72.5
7.6,6.425,99,47.885,7.805,28.875,69.25
7.6,6.495,100.3,47.75,7.815,29.055,57.3
7.9,6.57,101.5,47.475,7.82,29.19,68.3
8.45,6.57,101.5,47.105,7.81,29.24,69.95
7.75,6.8,105.55,47.04,7.845,29.515,60.6
7.15,6.84,106.45,47.19,7.83,29.68,71.1
6.45,6.715,104.45,47.43,7.825,29.595,57.25
7.25,6.64,103.35,47.625,7.82,29.525,67.8
6.65,6.56,102.1,47.98,7.81,29.47,43.6
6.55,6.47,100.55,47.98,7.805,29.37,62.2
6.7,6.505,101.3,48.12,7.81,29.435,66.1
6.6,6.34,98.25,47.94,7.78,29.225,80.9
7.25,6.405,99,47.695,7.805,29.17,33.45
8.5,6.415,99.05,47.285,7.815,29.15,58.3
8.75,6.415,98.6,46.775,7.815,29.05,39.55
9.25,6.35,97.4,46.38,7.8,28.96,67.7
9.15,6.345,97.1,46.25,7.81,28.875,51.95
9.3,6.305,96.65,46.495,7.825,28.89,84.85
8,6.195,95.25,46.83,7.8,28.975,82.05
7.25,6.145,94.35,47.045,7.795,28.85,79.35
6.3,5.99,92.3,47.895,7.765,28.885,65.5
5.95,5.85,90.35,48.48,7.755,28.89,75.3
5.85,5.785,89.4,48.525,7.75,28.84,71.3
6.6,5.745,88.85,48.53,7.755,28.875,62.35
6.5,5.86,90.4,48.14,7.755,28.905,94.35
6.4,5.975,92.1,47.855,7.77,28.95,68.3
7.4,6.045,93.5,47.705,7.775,29.16,54.2
8.3,6.26,96.9,47.225,7.8,29.31,62.6
8.5,6.39,98.9,46.83,7.795,29.455,62.5
7.3,6.71,104.5,46.79,7.845,29.83,73.95
8.25,6.83,106.45,46.78,7.845,29.895,75.65
8,6.76,105.65,47.145,7.83,29.94,48.6
9.05,6.49,101,47.445,7.78,29.62,82.65
7.55,6.37,99.25,48.005,7.785,29.585,67.55
7.9,6.205,96.5,48.02,7.785,29.425,70.2
6.8,6.28,97.75,48.13,7.79,29.44,62.95
8,6.14,95.25,48.01,7.79,29.275,70.35
8.55,6.17,95.4,47.625,7.79,29.2,53.8
9.45,6.19,95.65,47.21,7.785,29.18,54.6
10.75,6.175,95,46.655,7.785,29.09,56.9
11.15,6.13,94.1,46.32,7.77,29.04,55.5
10.75,6.17,94.55,46.025,7.8,28.95,82.65
10.9,6.09,93.45,46.53,7.8,28.99,57.65
9.35,5.99,91.95,46.75,7.775,28.95,30.15
7.8,5.93,91.1,47.125,7.77,28.855,43.7
7.65,5.795,89.45,48.13,7.755,28.95,49.15
7.05,5.695,88.05,48.42,7.75,28.945,44.9
7.1,5.7,88.25,48.585,7.755,29.04,39.05
7.15,5.735,89.05,48.575,7.75,29.175,53.3
7.65,5.93,91.85,48.09,7.765,29.15,56.85
8.35,6.005,93.15,47.885,7.78,29.265,38.85
9.5,6.2,96.3,47.62,7.785,29.45,52.75
9.9,6.49,100.8,47.08,7.795,29.595,64.15
11.8,6.58,102.2,46.715,7.805,29.67,73.05
11.55,6.905,107.3,46.56,7.855,29.755,53.8
12.25,6.795,105.55,46.79,7.82,29.645,48.6
11.15,6.55,101.85,47.305,7.8,29.575,59.3
10,6.22,96.6,47.755,7.775,29.42,46.15
9.1,6.115,95.1,48.24,7.765,29.375,51.45
9.2,6.03,93.75,48.44,7.765,29.315,29.85
8.95,5.95,92.4,48.39,7.765,29.23,47.2
9.75,6.035,93.25,48.02,7.765,29.035,42.6
10.95,6.08,93.7,47.65,7.77,28.98,54.45
12.3,6.14,94.4,47.11,7.775,28.93,37.95
13.2,6.105,93.45,46.565,7.76,28.795,52.1
12.95,6.08,92.75,46.04,7.75,28.695,57.65
12.15,6.09,92.75,46.03,7.775,28.63,41.65
11.6,6.05,92.25,46.24,7.78,28.595,58.4
11.3,5.94,90.85,46.845,7.77,28.675,37.45
9.8,5.76,88.65,47.875,7.74,28.785,28.3
8.95,5.725,88.2,48.485,7.75,28.725,39.35
8.55,5.725,88.3,48.86,7.745,28.745,39.5
8.3,5.795,89.55,48.825,7.745,28.83,46.25
8.75,5.905,91.3,48.545,7.75,28.915,45.7
9.25,6.06,93.65,48.1,7.77,28.96,47.65
10.5,6.135,94.7,47.78,7.765,29.01,43.2
11.1,6.365,98.1,47.29,7.79,29.06,45.2
13.1,6.57,101.05,46.675,7.805,29.075,40.35
14.1,6.64,102.05,46.22,7.79,29.115,51.65
13.3,6.875,105.45,46.155,7.84,29.04,48.05
13.55,6.71,103.15,46.48,7.82,29.04,35.6
13.25,6.455,99.4,47.13,7.79,29.05,34.4
12.2,6.35,97.95,47.71,7.785,29.01,39.35
10.9,6.245,96.5,48.37,7.785,28.955,31.65
11,6.16,95.15,48.415,7.78,28.91,43.3
10.4,6.1,94.05,48.31,7.77,28.835,41.45
11.65,6.12,93.95,47.885,7.77,28.68,34.9
12.95,6.18,94.55,47.265,7.775,28.585,38
13.75,6.24,94.95,46.47,7.79,28.43,37.4
14.15,6.18,93.75,45.99,7.75,28.335,35.8
14,6.18,93.45,45.67,7.77,28.265,23.65
13.7,6.155,93.05,45.69,7.79,28.235,14
13.5,6.065,91.8,46.09,7.765,28.285,31.4
11.6,6.03,91.35,46.31,7.75,28.2,27.1
9.9,5.895,89.75,47.43,7.745,28.27,37.25
9.8,5.855,89.5,48.34,7.75,28.295,32.9
10.15,5.89,90.2,48.555,7.76,28.32,33.95
9.3,5.935,91.05,48.63,7.765,28.405,32.6
10.55,6.15,94.25,48.045,7.78,28.53,33.75
11.25,6.17,94.65,47.815,7.77,28.63,21.5
12.7,6.355,97.6,47.42,7.77,28.745,40
13.7,6.6,101,46.79,7.79,28.74,34.85
14.25,6.695,102.3,46.21,7.8,28.775,46.2
15.05,6.81,103.8,45.81,7.805,28.71,26.3
14.85,6.94,105.65,45.87,7.83,28.655,43.35
14.9,6.725,102.6,46.275,7.82,28.675,34.15
13.8,6.575,100.7,46.99,7.795,28.725,39.25
11.95,6.305,96.75,47.86,7.78,28.615,30.35
12.1,6.17,94.7,48.245,7.765,28.535,31.2
11.25,6.125,93.9,48.265,7.77,28.49,28.05
11.25,6.135,93.7,47.88,7.775,28.35,27.85
11.8,6.14,93.6,47.545,7.775,28.285,35.9
12.95,6.155,93.5,46.935,7.775,28.215,29.8
13.95,6.16,93.1,46.24,7.76,28.085,29.1
13.9,6.115,92.1,45.735,7.73,27.995,37.6
13.25,6.1,91.6,45.505,7.735,27.91,25.45
12.3,6.1,91.5,45.55,7.765,27.82,39.15
13.35,5.965,90.05,46.365,7.745,28.005,27.85
11.55,5.925,89.75,47.075,7.755,28.015,28.75
11.4,5.85,89.15,48.245,7.74,28.05,34
10.45,5.875,89.45,48.7,7.75,27.965,31
10.15,5.905,90.05,48.725,7.745,28.06,34.4
10.5,6.08,92.95,48.44,7.76,28.275,33.15
11,6.35,97.35,47.975,7.785,28.495,42.8
12.05,6.395,97.95,47.565,7.775,28.58,28.15
13.4,6.665,102.2,47.075,7.785,28.785,37.4
15.1,6.83,104.7,46.45,7.78,28.925,39
14.75,6.895,105.65,46.005,7.765,28.985,41.25
14.6,7.11,109,46,7.815,29.025,29.25
14.35,7.04,107.85,46.165,7.815,28.915,30.25
14.45,6.73,103.25,46.735,7.805,28.85,29.3
12,6.545,100.35,47.585,7.795,28.665,26.7
12.75,6.315,96.85,48.235,7.785,28.495,28.1
12.6,6.225,95.4,48.41,7.76,28.425,26.55
12.6,6.18,94.5,48.22,7.755,28.325,24.75
11.75,6.28,95.65,47.65,7.78,28.21,24.05
13.35,6.295,95.75,47.165,7.77,28.235,23.95
14,6.295,95.35,46.48,7.77,28.165,24.05
14.2,6.22,93.9,45.885,7.75,28.105,25.1
13.25,6.18,93.05,45.445,7.735,28.02,22.6
12.9,6.165,92.6,45.475,7.755,27.945,17.6
13.05,6.085,91.75,45.95,7.745,28.035,19.65
10.5,6.06,91.5,46.285,7.74,28.01,18.95
10.7,5.985,90.95,47.675,7.745,28.065,25.95
10.45,5.93,90.15,48.64,7.75,27.895,27.7
9.4,5.965,90.8,48.885,7.76,27.88,22.75
9.75,6.03,91.95,48.7,7.755,28.055,27.55
9.75,6.28,96,48.195,7.78,28.325,30.65
10.45,6.37,97.5,47.745,7.79,28.5,31.25
12.35,6.6,101.2,47.325,7.815,28.69,32.4
13.8,6.855,105,46.725,7.825,28.83,32.1
15,7.02,107.55,46.17,7.83,28.95,33.75
14.4,7.01,107.25,45.855,7.81,28.935,31.5
13.95,7.135,109.05,45.96,7.845,28.87,30.6
13.1,6.885,105.25,46.35,7.83,28.79,28.3
13.3,6.8,104.05,46.985,7.825,28.695,22.5
11.95,6.435,98.45,47.855,7.79,28.44,23.7
10.5,6.31,96.45,48.175,7.79,28.305,23.45
11.25,6.19,94.65,48.27,7.79,28.265,22.1
10.65,6.25,95.25,47.89,7.79,28.19,24.95
11.15,6.285,95.6,47.585,7.79,28.185,21.95
11.9,6.31,95.8,46.96,7.79,28.17,22.25
13.05,6.315,95.4,46.27,7.79,28.11,23.6
12.55,6.245,94.1,45.785,7.75,28.04,22.95
11.85,6.205,93.4,45.58,7.745,27.98,20.75
11.7,6.21,93.6,45.785,7.78,27.99,17.4
10.85,6.125,92.45,46.23,7.765,28.03,18.9
9,6.055,91.9,47.225,7.775,28.065,19.6
9.1,5.905,89.9,48.33,7.765,28,28.25
7.6,5.92,90.05,48.755,7.775,27.895,23.4
7.15,5.94,90.6,48.825,7.775,28.005,21
7.55,6.035,92.2,48.505,7.78,28.21,24.35
7.55,6.29,96.35,48.1,7.795,28.46,24.95
8.8,6.385,97.75,47.59,7.805,28.555,26.6
10.3,6.575,100.75,47.155,7.815,28.69,23.5
12.05,6.76,103.45,46.48,7.825,28.785,22.25
12.5,6.845,104.5,46.04,7.82,28.795,22.95
11.65,6.875,104.85,46.01,7.83,28.74,17.2
11.45,6.695,102.2,46.33,7.825,28.68,16.75
10.95,6.515,99.55,46.995,7.82,28.62,17.65
8.75,6.255,95.65,47.685,7.795,28.475,16.75
7.2,6.03,92.2,48.28,7.775,28.31,16.9
7.3,5.945,90.85,48.38,7.775,28.25,12.85
8.3,5.9,90.1,48.315,7.775,28.215,16.15
8.2,6.065,92.1,47.795,7.785,28.03,17.15
9.2,6.115,92.8,47.325,7.785,28.08,15.9
10.1,6.18,93.35,46.685,7.785,27.995,16.15
